Symbol,Company,Bonus (%),Cash (%),Total (%),Announcement Date,Book Closure Date,Distribution Date,Bonus Listing Date,Fiscal Year
NFCF,Nabil Flexi Cap Fund,,5.00,5.00,2024-09-11,2024-09-11 [Closed],,,2080/2081
RBBMBL,RBB Merchant Banking Limited,,18.00,18.00,2024-09-11,,,,2080/2081
GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,14.25,0.75,15.00,2024-09-10,2024-10-02 [Closed],,2024-12-11,2080/2081
BGWT,Bhagawati Hydropower Development Company Limited,4.00,10.7368,14.7368,2024-09-08,2024-09-18 [Closed],,2024-12-16,2080/2081
BFIINL,Banking Finance and Insurance Institute of Nepal Limited,,14.74,14.74,2024-09-08,,,,2080/2081
NIBLGF,NIBL Growth Fund,,6.35,6.35,2024-09-06,2024-10-02 [Closed],,,2080/2081
MANDU,Mandu Hydropower Limited,,12.00,12.00,2024-09-06,2024-09-16 [Closed],,,2080/2081
MuktinathCap,Muktinath Capital Limited,,7.5,7.5,2024-09-06,,,,2080/2081
EBL,Everest Bank Limited,10.00,5.53,15.53,2024-09-06,2024-09-24 [Closed],,2024-12-04,2080/2081
RMF1,RBB Mutual Fund 1,,3.81,3.81,2024-09-05,2024-09-16 [Closed],,,2080/2081
RMF2,RBB Mutual Fund 2,,8.74,8.74,2024-09-05,2024-09-16 [Closed],,,2080/2081
PLO,Purwanchal Lube Oil Limited,,10.526,10.526,2024-09-04,,,,2080/2081
SMH,Supermai Hydropower  Limited,7.00,5.631,12.63,2024-09-03,2024-12-02 [Closed],,2025-03-25,2080/2081
SAEF,Sanima Equity Fund,,15.00,15.00,2024-09-01,2024-09-11 [Closed],,,2080/2081
SAGF,Sanima Growth Fund,,10.00,10.00,2024-09-01,2024-09-11 [Closed],,,2080/2081
CBILSL,Citizens Share Broker Limited,,5.26,5.26,2024-09-01,2024-09-10 [Closed],,,2080/2081
KEF,Kumari Equity Fund,,9.5,9.5,2024-08-27,2024-09-04 [Closed],,,2080/2081
KDBY,Kumari Dhanabriddhi Yojana,,9.5,9.5,2024-08-27,2024-09-04 [Closed],,,2080/2081
SIGS3,Siddhartha Investment Growth Scheme 3,,7.00,7.00,2024-08-21,2024-09-08 [Closed],,,2080/2081
CBIL,Citizens Capital Ltd. (Former CBIL Capital ),,15.5,15.5,2024-08-11,2024-08-22 [Closed],,,2080/2081
SFEF,Sunrise Focused Equity Fund,0.00,4.5,4.5,2024-08-09,2024-08-23 [Closed],,,2080/2081
SFMF,Sunrise First Mutual Fund,0.00,12.5,12.5,2024-08-09,2024-08-23 [Closed],,,2080/2081
NICSF,NIC Asia Select-30,,14.00,14.00,2024-08-01,2024-09-13 [Closed],,,2080/2081
NICFC,NIC Asia Flexi Cap Fund,,10.5,10.5,2024-08-01,2024-09-13 [Closed],,,2080/2081
NADDF,NIC Asia Dynamic Debt Fund,,10.00,10.00,2024-08-01,,,,2080/2081
NICGF,NIC Asia Growth Fund,,9.5,9.5,2024-08-01,2024-09-13 [Closed],,,2080/2081
NICBF,NIC ASIA Balanced Fund,,9.25,9.25,2024-08-01,2024-09-13 [Closed],,,2080/2081
NICACL,NIC Asia Capital Limited,,52.53,52.53,2024-08-01,,,,2080/2081
LVF2,Laxmi Value Fund-II,,4.5,4.5,2024-07-30,2024-08-15 [Closed],,,2080/2081
LUK,Laxmi Unnati Kosh,,7.5,7.5,2024-07-30,2024-08-15 [Closed],,,2080/2081
KSLY,Kumari Sunaulo Lagani Yojana,,10.5,10.5,2023-08-11,,,,2080/2081
HLI,Himalayan Life Insurance Limited,14.00,,14.00,2025-01-19,2025-02-07 [Closed],,2025-05-15,2079/2080
SRLI,Sanima Reliance Life Insurance Limited,18.3811,,18.3811,2024-09-16,2024-09-27 [Closed],,2025-01-19,2079/2080
PMLI,Prabhu Mahalaxmi Life Insurance Company Limited,10.00,0.526,10.526,2024-08-25,2024-10-02 [Closed],,2024-12-16,2079/2080
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,14.0051,,14.0051,2024-07-25,2024-08-08 [Closed],,2024-10-02,2079/2080
NLICL,National Life Insurance Company Limited,4.00,10.00,14.00,2024-07-12,2024-08-08 [Closed],,2024-10-18,2079/2080
NHAEL,Nepal Hydro and Electric Limited,10.00,10.53,20.53,2024-06-30,,,,2079/2080
CIT,Citizen Investment Trust,14.00,0.7368,14.7368,2024-06-14,2024-07-04 [Closed],,2024-09-25,2079/2080
NLIC,Nepal Life Insurance Company Limited,,21.05,21.05,2024-06-02,2024-06-18 [Closed],,,2079/2080
AICL,Aadishakti Investment Company Limited,,10.00,10.00,2024-05-30,,,,2079/2080
ILI,IME Life Insurance Company Limited,25.00,1.3158,26.3158,2024-05-02,2024-05-27 [Closed],,2024-08-11,2079/2080
NRIC,Nepal Reinsurance Company Limited,4.75,0.25,5.00,2024-04-16,2024-05-19 [Closed],,2024-09-02,2079/2080
SJLIC,SuryaJyoti Life Insurance Company Limited,10.26,24.74,35.00,2024-04-03,2024-04-19 [Closed],,2024-06-30,2079/2080
SARBTM,Sarbottam Cement Limited,,15.00,15.00,2024-04-02,2024-04-12 [Closed],,,2079/2080
MKJC,Mailung Khola Jal Vidhyut Company Limited,2.2211,0.1169,2.338,2024-03-21,2024-03-29 [Closed],,2024-08-27,2079/2080
PRIN,Prabhu Insurance Company Limited,4.75,0.25,5.00,2024-03-04,2024-04-19 [Closed],,2024-08-07,2079/2080
SALICO,Sagarmatha Lumbini Insurance Company Limited,,5.00,5.00,2024-02-27,2024-03-26 [Closed],,,2079/2080
SNLI,Sun Nepal Life Insurance Company Limited,23.8,1.2526,25.0526,2024-02-25,2024-05-09 [Closed],,2024-08-13,2079/2080
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,10.00,0.5263,10.5263,2024-02-15,2024-03-28 [Closed],,2024-06-03,2079/2080
HRL,Himalayan Reinsurance Limited,4.00,0.21,4.21,2024-02-09,2024-02-19 [Closed],,2024-05-05,2079/2080
NMFBS,National Laghubitta Bittiya Sanstha Limited,7.5,7.5,15.00,2024-02-06,2024-03-13 [Closed],,2024-06-07,2079/2080
UMRH,United Idi-Mardi and R.B. Hydropower Limited,5.5,0.289,5.789,2024-02-05,2024-02-16 [Closed],,2024-05-20,2079/2080
SPIL,Siddhartha Premier Insurance Limited,,11.00,11.00,2024-02-05,2024-02-23 [Closed],,,2079/2080
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,7.00,0.3684,7.3684,2024-01-30,2024-02-25 [Closed],,2024-05-29,2079/2080
ALICL,Asian Life Insurance Company Limited,7.75,0.4078,8.1578,2024-01-28,2024-02-20 [Closed],,2024-04-21,2079/2080
UAIL,United Ajod Insurance Limited,10.2612,0.5401,10.8013,2024-01-19,2024-02-05 [Closed],,2024-03-07,2079/2080
NLG,NLG Insurance Company Limited,5.5,0.2895,5.7895,2024-01-14,2024-02-08 [Closed],,2024-05-29,2079/2080
YETIBL,Yeti Brewery Limited,100.00,100.00,200.00,2024-01-14,,,,2079/2080
STC,Salt Trading Corporation Limited,15.00,0.79,15.79,2024-01-11,2024-03-22 [Closed],,2024-06-03,2079/2080
RNLI,Reliable Nepal Life Insurance Limited,16.00,0.84,16.84,2024-01-10,2024-01-29 [Closed],,2024-04-03,2079/2080
HEI,Himalayan Everest Insurance Limited,8.63,6.37,15.00,2024-01-10,2024-01-28 [Closed],,2024-03-07,2079/2080
MEN,Mountain Energy Nepal Limited,15.00,0.7895,15.7895,2024-01-08,2024-03-13 [Closed],,2024-06-07,2079/2080
CLI,Citizen Life Insurance Company Limited,5.00,0.2632,5.2632,2024-01-02,2024-01-14 [Closed],,2024-02-29,2079/2080
NMBCAP,NMB Capital Limited,,17.00,17.00,2023-12-26,,,,2079/2080
LAXMI,Laxmi Steels Limited,14.25,5.26,19.51,2023-12-26,,,,2079/2080
UPCL,Universal Power Company Limited,8.55,0.45,9.00,2023-12-26,2024-01-03 [Closed],,2024-03-04,2079/2080
KPCL,Kalika Power Company Limited,10.00,0.5263,10.5263,2023-12-24,2024-01-03 [Closed],,2024-05-27,2079/2080
RADHI,Radhi Bidyut Company Limited,4.75,0.25,5.00,2023-12-24,2023-12-31 [Closed],,2024-02-26,2079/2080
SMHL,Super Madi Hydropower Limited,,2.00,2.00,2023-12-24,2024-01-02 [Closed],,,2079/2080
RBBL,Rastriya Banijya Bank Limited,,5.5,5.5,2023-12-24,2024-01-03 [Closed],,,2079/2080
NEPSE,Nepal Stock Exchange Limited,,64.00,64.00,2023-12-24,,,,2079/2080
NTC,Nepal Doorsanchar Company Limited,0.00,40.00,40.00,2023-12-22,2024-01-04 [Closed],,,2079/2080
MNBBL,Muktinath Bikas Bank Limited,9.75,0.5132,10.2632,2023-12-22,2024-01-04 [Closed],,2024-03-10,2079/2080
GCIL,Ghorahi Cement Industry Limited,15.00,,15.00,2023-12-22,2024-01-01 [Closed],,2024-03-21,2079/2080
CDS,CDS & Clearing Limited,,100.00,100.00,2023-12-22,,,,2079/2080
MEDICARE,Medicare Hospital Limited,48.8095,14.3483,63.1578,2023-12-22,2024-01-07 [Closed],,,2079/2080
NPEL,Nepal Power Exchange Limited,,5.263,5.263,2023-12-22,,,,2079/2080
JSML,Jagdamba Spinning Mills Limited,17.4578,0.9188,18.3766,2023-12-22,,,,2079/2080
SIKLES,Sikles Hydropower Limited,,6.00,6.00,2023-12-21,2023-12-29 [Closed],,,2079/2080
GBBL,Garima Bikas Bank Limited,9.5,0.5,10.00,2023-12-21,2024-01-02 [Closed],,2024-02-12,2079/2080
HIDCL,Hydroelectricity Investment and Development Company Limited,,5.263,5.263,2023-12-21,2024-01-03 [Closed],,,2079/2080
MLBL,Mahalaxmi Bikas Bank Limited,,6.4,6.4,2023-12-20,2024-01-04 [Closed],,,2079/2080
BHDC,Bindhyabasini Hydropower Development Company Limited,,5.2632,5.2632,2023-12-20,2024-01-02 [Closed],,,2079/2080
HATHY,Hathway Investment Nepal Limited,10.00,0.526,10.526,2023-12-19,2023-12-28 [Closed],,2024-02-28,2079/2080
SHIVM,Shivam Cements Limited,14.25,0.75,15.00,2023-12-19,2024-01-04 [Closed],,2024-02-25,2079/2080
NIMBAC,NIMB Ace Capital Limited,,25.00,25.00,2023-12-19,,,,2079/2080
JBLB,Jeevan Bikas Laghubitta Bittiya Sanstha Limited,14.00,0.7369,14.7369,2023-12-18,2024-01-03 [Closed],,2024-03-07,2079/2080
RURU,Ru Ru Jalbidhyut Pariyojana Limited,,10.5263,10.5263,2023-12-18,2024-01-02 [Closed],2024-02-08,,2079/2080
NLO,Nepal Lube Oil Limited,25.00,5.00,30.00,2023-12-18,2023-12-26 [Closed],2024-02-08,2024-11-14,2079/2080
KSKL,Karja Suchana Kendra Limited,,20.00,20.00,2023-12-17,,,,2079/2080
BPCL,Butwal Power Company Limited,,5.00,5.00,2023-12-17,2024-01-04 [Closed],,,2079/2080
NRNDFL,N.R.N. Nepal Development Fund Limited,,5.00,5.00,2023-12-17,,,,2079/2080
MHL,Mandakini Hydropower Limited,4.75,0.25,5.00,2023-12-16,2024-01-05 [Closed],,2024-04-07,2079/2080
SSL,Secured Securities Limited,100.00,5.2632,105.2632,2023-12-15,,,,2079/2080
LSL,Laxmi Sunrise Bank Limited,7.00,0.37,7.37,2023-12-13,2024-01-04 [Closed],,2024-04-02,2079/2080
SIFC,Shree Investment Finance Company Limited,,5.05,5.05,2023-12-13,2024-01-05 [Closed],,,2079/2080
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,5.00,10.00,15.00,2023-12-12,2024-01-02 [Closed],,2024-03-04,2079/2080
LBBL,Lumbini Bikas Bank Limited,4.00,4.5,8.5,2023-12-12,2024-01-02 [Closed],,2024-03-12,2079/2080
BGWT,Bhagawati Hydropower Development Company Limited,,10.5263,10.5263,2023-12-11,2023-12-21 [Closed],2024-01-24,,2079/2080
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,5.4222,0.2854,5.7076,2023-12-11,2024-04-01 [Closed],,2024-05-20,2079/2080
ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,10.00,5.00,15.00,2023-12-11,2024-01-01 [Closed],,2024-06-20,2079/2080
GILB,Global IME Laghubitta Bittiya Sanstha Limited,,10.00,10.00,2023-12-11,2024-01-04 [Closed],,,2079/2080
CHCL,Chilime Hydro power Company Limited,10.00,5.00,15.00,2023-12-10,2023-12-24 [Closed],2024-01-24,2024-02-14,2079/2080
ICFC,ICFC Finance Limited,,6.5,6.5,2023-12-10,2023-12-29 [Closed],,,2079/2080
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,14.25,0.75,15.00,2023-12-10,2024-01-01 [Closed],,2024-04-03,2079/2080
CEL,Century Energy Limited,10.00,,10.00,2023-12-05,,,,2079/2080
HDL,Himalayan Distillery Limited,10.00,15.00,25.00,2023-12-04,2023-12-29 [Closed],2024-02-04,2024-02-09,2079/2080
TRH,Taragaon Regency Hotel Limited,4.00,11.00,15.00,2023-12-04,2023-12-28 [Closed],2024-01-19,2024-03-25,2079/2080
KBC,Kosh Bewasthapan Company Limited,,5.00,5.00,2023-12-04,,,,2079/2080
NHDL,Nepal Hydro Developer Limited,7.00,0.37,7.37,2023-12-03,2023-12-11 [Closed],,2024-05-31,2079/2080
MFIL,Manjushree Finance Limited,,5.263,5.263,2023-12-01,2023-12-27 [Closed],,,2079/2080
FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,7.5,7.5,15.00,2023-11-30,2023-12-28 [Closed],,2024-02-29,2079/2080
NICL,Nepal Insurance Company Limited,10.00,0.5263,10.5263,2023-11-26,2023-12-14 [Closed],,2024-02-25,2079/2080
NABIL,Nabil Bank Limited,,11.00,11.00,2023-11-23,2023-12-15 [Closed],,,2079/2080
PTCNL,Power Transmission Company Nepal Limited,,18.00,18.00,2023-11-21,,,,2079/2080
SBI,Nepal SBI Bank Limited,3.75,6.8,10.55,2023-11-20,2023-12-15 [Closed],,2024-03-10,2079/2080
SHL,Soaltee Hotel Limited,5.00,26.5789,31.5789,2023-11-20,2023-12-21 [Closed],,2024-03-06,2079/2080
NCHL,Nepal Clearing House Limited,28.5,1.5,30.00,2023-11-17,,,,2079/2080
CARE,Care Ratings Nepal Limited,,80.00,80.00,2023-11-10,,,,2079/2080
NFML,National Fund Management Limited,,4.21,4.21,2023-11-10,,,,2079/2080
MDB,Miteri Development Bank Limited,9.5,0.5,10.00,2023-11-09,2023-12-14 [Closed],,2024-02-22,2079/2080
BNT,Bottlers Nepal (Terai) Limited,,60.00,60.00,2023-11-09,2024-01-05 [Closed],,,2079/2080
ENL,Emerging Nepal Limited,,8.4211,8.4211,2023-11-08,2023-11-22 [Closed],,,2079/2080
SMB,Support Laghubitta Bittiya Sanstha Limited,13.00,0.6842,13.6842,2023-11-08,2024-01-01 [Closed],,2024-07-01,2079/2080
NIFRA,Nepal Infrastructure Bank Limited,,4.2105,4.2105,2023-11-07,2023-12-22 [Closed],,,2079/2080
BFIINL,Banking Finance and Insurance Institute of Nepal Limited,,14.7,14.7,2023-11-06,,,,2079/2080
GBIME,Global IME Bank Limited,1.00,8.00,9.00,2023-11-05,2023-11-29 [Closed],,2024-04-22,2079/2080
MANDU,Mandu Hydropower Limited,,10.00,10.00,2023-11-03,2023-11-20 [Closed],,,2079/2080
SCB,Standard Chartered Bank Nepal Limited,,19.00,19.00,2023-10-31,2023-11-23 [Closed],,,2079/2080
CCAIL,Chartered Capital and Investment Limited,4.00,0.2105,4.2105,2023-10-20,,,,2079/2080
AELTD,Aashutosh Energy Limited,7.5,,7.5,2023-10-20,,,,2079/2080
SADBL,Shangrila Development Bank Limited,5.00,0.263,5.263,2023-10-20,2023-11-27 [Closed],,2024-02-09,2079/2080
SANVI,Sanvi Energy Limited,,5.25,5.25,2023-10-18,,,,2079/2080
