Symbol,Company,Bonus (%),Cash (%),Total (%),Announcement Date,Book Closure Date,Distribution Date,Bonus Listing Date,Fiscal Year
LBL,Laxmi Bank Limited,15.00,,15.00,,2014-03-13 [Closed],2014-06-02,,2069/2070
SRBL,Sunrise Bank Limited,11.00,,11.00,,2014-04-10 [Closed],2014-07-26,,2069/2070
ILFC,International Leasing & Finance Company Limited,0.00,5.26,5.26,,2014-03-04 [Closed],2014-03-25,,2069/2070
GRAND,Grand Bank Nepal Limited,0.00,4.75,4.75,,2014-03-05 [Closed],2014-04-08,,2069/2070
JBBL,Jyoti Bikash Bank Limited,7.00,5.6,12.6,,2014-07-02 [Closed],2014-11-30,,2069/2070
SIC,Sagarmatha Insurance Company Limited,20.00,22.1,42.1,,2014-06-05 [Closed],2014-06-28,,2069/2070
BPCL,Butwal Power Company Limited,0.00,18.00,18.00,,2014-02-05 [Closed],2014-03-23,,2069/2070
KEBL,Kabeli Bikas Bank Limited,20.00,,20.00,,2013-12-20 [Closed],2014-01-22,,2069/2070
CTBNL,Commerz & Trust Bank Nepal Limited,2.00,,2.00,,,2014-04-10,,2069/2070
NLO,Nepal Lube Oil Limited,20.00,20.00,40.00,,2014-02-01 [Closed],2014-03-14,,2069/2070
KKBL,Kankrebihar Bikas Bank Limited,15.00,,15.00,,2014-02-06 [Closed],2014-03-30,,2069/2070
WDBL,Western Development Bank Limited,9.00,6.00,15.00,,2014-04-25 [Closed],2014-05-24,,2069/2070
NDFL,Nava Durga Finance Company Limited,10.00,,10.00,,2013-12-31 [Closed],,,2069/2070
ADBL,Agricultural Development Bank Limited,0.00,31.58,31.58,,2014-05-02 [Closed],2014-06-03,,2069/2070
PRDBL,Professional Diyalo Bikas Bank Limited,0.00,5.5,5.5,,2014-05-08 [Closed],,,2069/2070
KBL,Kumari Bank Limited,14.00,,14.00,,2014-04-09 [Closed],2014-05-31,,2069/2070
Paschimanchal,Paschimanchal Grameen Bikas Bank Limited,15.00,15.00,30.00,,2012-11-06 [Closed],2014-05-15,,2069/2070
PFC,Paschimanchal Finance Company Limited,15.00,0.79,15.79,,2014-03-25 [Closed],2014-06-14,,2069/2070
STC,Salt Trading Corporation Limited,10.00,15.00,25.00,,2014-03-23 [Closed],2014-05-07,,2069/2070
SFL,Siddhartha Finance Limited,13.00,,13.00,,2013-08-13 [Closed],2014-03-24,,2069/2070
AIC,Alliance Insurance Company Limited,12.5,0.66,13.16,,2014-04-04 [Closed],2014-05-19,,2069/2070
CMBSL,Civil Merchant Bittiya Santha Limited,0.00,6.25,6.25,,2014-01-06 [Closed],2014-04-12,,2069/2070
NLIC,Nepal Life Insurance Company Limited,70.00,28.5,98.5,,2014-05-04 [Closed],2014-05-21,,2069/2070
PBSL,Pathibhara Bikas Bank Limited,15.00,0.78,15.78,,2014-04-22 [Closed],2014-05-24,,2069/2070
NLICL,National Life Insurance Company Limited,55.00,17.5,72.5,,2014-05-26 [Closed],2014-06-19,,2069/2070
LFLC,Lumbini Finance and Leasing Company Limited,15.00,0.78,15.78,,2014-04-18 [Closed],2014-05-31,,2069/2070
PICL,Prudential Insurance Company Limited,8.00,,8.00,,2014-05-15 [Closed],2014-06-22,,2069/2070
SADBL,Shangrila Development Bank Limited,0.00,19.17,19.17,,2013-02-26 [Closed],2014-06-14,,2069/2070
SICL,Shikhar Insurance Company Limited,20.00,,20.00,,2014-06-06 [Closed],,,2069/2070
CIT,Citizen Investment Trust,50.00,2.63,52.63,,2014-07-02 [Closed],2014-12-21,,2069/2070
NTC,Nepal Doorsanchar Company Limited,0.00,46.00,46.00,,2014-06-13 [Closed],2014-07-09,,2069/2070
NCMMER,NCM Merchant Banking Limited,0.00,15.00,15.00,,,,,2069/2070
NABILP,NABIL Bank Limited Promoter Share,25.00,40.00,65.00,,2013-12-09 [Closed],2013-12-28,,2069/2070
NIBPO,Nepal Investment Bank Limited Promoter Share,10.00,25.00,35.00,,2013-12-11 [Closed],2013-12-26,,2069/2070
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,5.00,26.58,31.58,,2013-03-18 [Closed],2013-04-29,,2068/2069
NIL,Neco Insurance Limited,11.5,,11.5,,2013-05-03 [Closed],2013-07-30,,2068/2069
CIT,Citizen Investment Trust,38.89,,38.89,,2013-06-28 [Closed],2013-10-08,,2068/2069
LICN,Life Insurance Corporation Nepal Limited,62.00,3.26,65.26,,2012-12-16 [Closed],2013-02-11,,2068/2069
BOK,(Former) Bank of Kathmandu Limited,5.00,21.32,26.32,,2012-09-24 [Closed],2012-10-13,2012-12-16,2068/2069
UFL,United Finance Limited,0.00,10.00,10.00,,2012-10-19 [Closed],,,2068/2069
CZBIL,Citizens Bank International Limited,0.00,8.42,8.42,,2012-09-20 [Closed],2012-10-09,,2068/2069
NNFC,Narayani National Finance Company Limited,0.00,18.95,18.95,,2012-11-28 [Closed],2012-12-15,,2068/2069
AHPC,Arun Valley Hydropower Development Company Limited,15.00,0.75,15.75,,2012-10-31 [Closed],2012-12-08,,2068/2069
SEWA,Sewa Bikas Bank Limited,20.00,,20.00,,2012-09-28 [Closed],2012-11-10,,2068/2069
TBBL,Triveni Bikas Bank Limited,10.00,13.00,23.00,,2012-10-09 [Closed],2012-11-03,,2068/2069
UNL,Unilever Nepal Limited,0.00,680.00,680.00,,2012-09-16 [Closed],2012-10-10,,2068/2069
UFIL,Unique Finance Limited,0.00,8.95,8.95,,2012-09-26 [Closed],2012-10-13,,2068/2069
CDBL,City Development Bank Limited,15.00,14.00,29.00,,2012-10-19 [Closed],2012-11-17,,2068/2069
AFL,Api Finance Limtied,9.00,0.47,9.47,,,,,2068/2069
MNBBL,Muktinath Bikas Bank Limited,22.5,27.5,50.00,,2012-10-05 [Closed],2012-10-17,,2068/2069
PBSL,Pathibhara Bikas Bank Limited,0.00,11.00,11.00,,2012-12-09 [Closed],,,2068/2069
GRAND,Grand Bank Nepal Limited,0.00,7.00,7.00,,2012-10-15 [Closed],2012-11-15,,2068/2069
MBBL,Mahakali Bikas Bank Limited,0.00,12.00,12.00,,2012-11-20 [Closed],2012-12-02,,2068/2069
RIBSL,Reliable Finance Limited,8.41,8.86,17.27,,2012-10-04 [Closed],2012-11-06,,2068/2069
SBI,Nepal SBI Bank Limited,12.5,5.00,17.5,,2012-09-28 [Closed],2012-10-16,,2068/2069
LUBL,Lumbini Bank Limited,12.00,,12.00,,2012-11-16 [Closed],2013-01-20,,2068/2069
JBNL,Janata Bank Nepal Limited,0.00,3.68,3.68,,2012-09-25 [Closed],2012-10-18,,2068/2069
GBIME,Global IME Bank Limited,3.00,10.00,13.00,,2012-12-31 [Closed],2013-02-04,,2068/2069
NABIL,Nabil Bank Limited,20.00,40.00,60.00,,2012-10-03 [Closed],2012-10-30,,2068/2069
BLDBL,Biratlaxmi Bikash Bank Limited,12.00,,12.00,,2012-12-13 [Closed],2013-01-31,,2068/2069
FMDBL,First Microfinance Laghubitta Bittiya Sanstha Limited,0.00,15.79,15.79,,2012-09-28 [Closed],2012-10-16,,2068/2069
PRFL,Prabhu Finance Company Limited,17.00,,17.00,,2012-10-31 [Closed],2012-11-29,,2068/2069
SIFC,Shree Investment Finance Company Limited,0.00,15.79,15.79,,2012-10-04 [Closed],,,2068/2069
KEBL,Kabeli Bikas Bank Limited,10.00,,10.00,,,,,2068/2069
SCB,Standard Chartered Bank Nepal Limited,15.00,45.00,60.00,,2012-11-09 [Closed],2012-12-23,,2068/2069
EDBL,Excel Development Bank Limited,25.00,,25.00,,2012-12-31 [Closed],2013-02-24,,2068/2069
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,25.00,17.1,42.1,,2012-11-25 [Closed],2013-01-09,,2068/2069
SLFL,Subha Laxmi Finance Company Limited,0.00,5.75,5.75,,2012-10-31 [Closed],2012-11-24,,2068/2069
NABILINV,Nabil Investment Banking Limited,0.00,10.00,10.00,,,,,2068/2069
MDB,Miteri Development Bank Limited,20.00,,20.00,,2012-11-21 [Closed],2013-01-02,,2068/2069
OFL,Om Finance Limited,10.00,10.00,20.00,,2012-11-01 [Closed],2012-11-09,,2068/2069
CHCL,Chilime Hydro power Company Limited,30.00,20.00,50.00,,2012-09-25 [Closed],2012-11-03,,2068/2069
KMBL,Kamana Bikas Bank Limited,0.00,15.00,15.00,,2012-11-30 [Closed],2012-12-18,,2068/2069
METRO,Metro Development Bank Limited,6.00,10.00,16.00,,2012-11-12 [Closed],2012-12-02,,2068/2069
PCBL,Prime Commercial Bank Limited,4.00,7.58,11.58,,2012-12-03 [Closed],2013-01-01,,2068/2069
EBL,Everest Bank Limited,30.00,1.58,31.58,,2012-10-19 [Closed],2012-11-25,,2068/2069
Civil-Capital,Civil Capital Market Limited,0.00,6.84,6.84,,,,,2068/2069
GDBL,Gandaki Bikas Bank Limited,14.5,,14.5,,2012-12-19 [Closed],2013-01-09,,2068/2069
RBSL,Resunga Bikas Bank Limited,22.00,1.16,23.16,,,2013-03-06,,2068/2069
GBBL,Garima Bikas Bank Limited,10.00,15.00,25.00,,2012-10-05 [Closed],2012-10-31,,2068/2069
SMFDB,Summit Laghubitta Bittiya Sanstha Limited,0.00,15.79,15.79,,2012-12-27 [Closed],2013-01-29,,2068/2069
NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,15.00,10.79,25.79,,2012-12-21 [Closed],2013-02-12,2013-05-26,2068/2069
LBL,Laxmi Bank Limited,0.00,10.00,10.00,,2012-12-28 [Closed],2013-01-29,,2068/2069
SANIMA,Sanima Bank Limited,0.00,5.5,5.5,,2012-11-23 [Closed],2012-12-10,,2068/2069
SHDBL,Shine Development Bank Limited,17.00,0.89,17.89,,,2013-01-24,,2068/2069
KBBL,Kailash Bikas Bank Limited,0.00,12.00,12.00,,2012-10-31 [Closed],2012-11-11,,2068/2069
NEFL,Nepal Express Finance Limited,14.00,0.74,14.74,,,2013-02-12,,2068/2069
BSBL,Bishwa Bikas Bank Limited,5.00,12.00,17.00,,2012-12-30 [Closed],2013-01-12,,2068/2069
SBBLJ,Sahayogi Vikas Bank Limited,26.00,,26.00,,2013-04-11 [Closed],2013-05-22,,2068/2069
GFCL,Goodwill Finance Company Limited,3.5,5.5,9.00,,2012-12-09 [Closed],2013-01-05,,2068/2069
PADBL,Pacific Development Bank Limitied,0.00,15.00,15.00,,2012-10-19 [Closed],2012-11-10,,2068/2069
ZFL,Zenith Finance Limited,0.00,10.53,10.53,,2012-12-07 [Closed],2012-12-26,,2068/2069
FFCL,Fewa Finance Company Limited,0.00,10.53,10.53,,2012-11-30 [Closed],2012-12-15,,2068/2069
ICFC,ICFC Finance Limited,0.00,8.42,8.42,,2012-12-10 [Closed],2012-12-30,,2068/2069
SETI,Seti Finance Limited,10.00,10.00,20.00,,2013-03-31 [Closed],2013-06-11,,2068/2069
KAFIL,Kaski Finance Limited,0.00,10.53,10.53,,2012-11-04 [Closed],2012-11-20,,2068/2069
GMFIL,Guheswori Merchant Banking & Finance Limited,15.00,0.79,15.79,,2012-12-27 [Closed],2013-01-26,,2068/2069
PRBL,Professional Bikas Bank Limited,0.00,5.108,5.108,,2012-12-22 [Closed],2013-01-10,,2068/2069
BBBLN,Bageshowori Dev.elopment  Bank Limited,16.5,,16.5,,,2013-01-02,,2068/2069
HBL,Himalayan Bank Limited,15.00,13.4211,28.4211,,2012-12-13 [Closed],2012-12-31,,2068/2069
BNT,Bottlers Nepal (Terai) Limited,0.00,85.00,85.00,,2012-11-29 [Closed],2012-12-30,,2068/2069
BNL,Bottlers Nepal Limited (Balaju),0.00,70.00,70.00,,2012-11-29 [Closed],2012-12-30,,2068/2069
SBL,Siddhartha Bank Limited,0.00,8.42,8.42,,2013-01-01 [Closed],2013-01-16,,2068/2069
SODBL,Society Development Bank Limited,0.00,5.00,5.00,,2013-05-22 [Closed],,,2068/2069
NIB,Nepal Investment Bank Limited,25.00,5.00,30.00,,2012-12-20 [Closed],2013-01-12,,2068/2069
LGIL,Lumbini General Insurance Limited,9.57,,9.57,,2012-02-16 [Closed],2013-03-10,,2068/2069
CMBSL,Civil Merchant Bittiya Santha Limited,11.4,,11.4,,,2013-06-02,,2068/2069
ALICL,Asian Life Insurance Company Limited,8.29,,8.29,,2013-01-19 [Closed],2013-04-14,,2068/2069
KFL,Kathmandu Finance Limited.,0.00,8.00,8.00,,2013-01-08 [Closed],2013-01-26,,2068/2069
JFL,Janaki Finance Company Limited,50.00,,50.00,,2012-12-10 [Closed],2013-02-02,,2068/2069
KBL,Kumari Bank Limited,0.00,7.00,7.00,,2013-01-24 [Closed],2013-02-09,,2068/2069
CEDBL,Clean Energy Development Bank Limited,0.00,10.00,10.00,,2012-12-26 [Closed],2013-01-12,,2068/2069
ILFC,International Leasing & Finance Company Limited,0.00,6.7,6.7,,2012-12-21 [Closed],2013-01-19,,2068/2069
BPCL,Butwal Power Company Limited,0.00,25.00,25.00,,2012-12-23 [Closed],2013-03-31,,2068/2069
EFL,Everest Finance Limited,0.00,5.5,5.5,,2012-12-10 [Closed],2012-12-25,,2068/2069
TNBL,Tinau Development Bank Limited,15.00,0.78,15.78,,2012-12-10 [Closed],2013-02-09,,2068/2069
SHL,Soaltee Hotel Limited,20.00,32.63,52.63,,2012-12-05 [Closed],2013-01-08,,2068/2069
LFLC,Lumbini Finance and Leasing Company Limited,10.00,16.32,26.32,,2012-12-12 [Closed],2013-01-05,,2068/2069
NICB,Nepal Industrial & Company Bank Limited,0.00,25.00,25.00,,2012-06-28 [Closed],2013-04-29,,2068/2069
NIDC,NIDC Development Bank Limited,54.00,,54.00,,2013-03-07 [Closed],,,2068/2069
ALDBL,Alpine Development Bank Limited,0.00,11.00,11.00,,2013-01-03 [Closed],2013-02-09,,2068/2069
ARDBL,Araniko Development Bank Limited,0.00,8.00,8.00,,2013-02-06 [Closed],,,2068/2069
PURBL,Purnima Bikas Bank Limited,0.00,7.36,7.36,,2012-12-20 [Closed],2013-01-10,,2068/2069
YFL,Yeti Finance Limited,12.00,0.63,12.63,,2012-12-22 [Closed],2013-01-29,,2068/2069
SRBL,Sunrise Bank Limited,0.00,5.26,5.26,,2012-12-24 [Closed],2013-01-26,,2068/2069
KDBL,Kasthamandap Development Bank Limited,4.00,,4.00,,2013-04-16 [Closed],2013-11-30,,2068/2069
NGBL,Nilgiri Bikas Bank Limited,15.00,0.79,15.79,,2012-12-31 [Closed],,,2068/2069
BOAN,Bank of Asia Nepal Limited,0.00,7.5,7.5,,2012-06-28 [Closed],2013-03-18,,2068/2069
MFIL,Manjushree Finance Limited,0.00,8.00,8.00,,2012-12-28 [Closed],2013-01-14,,2068/2069
NICL,Nepal Insurance Company Limited,20.00,1.05,21.05,,2012-12-27 [Closed],2013-05-08,,2068/2069
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,0.00,25.00,25.00,,2012-01-02 [Closed],2013-01-15,,2068/2069
NDFL,Nava Durga Finance Company Limited,9.5,0.5,10.00,,2012-12-27 [Closed],2013-03-27,,2068/2069
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,3.92,11.87,15.79,,2013-03-22 [Closed],2013-04-15,,2068/2069
NABB,Nepal Aawas Finance Limited,0.00,10.53,10.53,,2012-12-31 [Closed],2013-01-15,,2068/2069
KNBL,Kankai Bikas Bank Limited,9.64,0.5,10.14,,2013-03-26 [Closed],2013-05-18,,2068/2069
PLIC,Prime Life Insurance Company Limited,13.00,,13.00,,2013-04-25 [Closed],2013-06-08,,2068/2069
PICL,Prudential Insurance Company Limited,25.00,,25.00,,2013-03-22 [Closed],2013-05-18,,2068/2069
SFL,Siddhartha Finance Limited,17.21,,17.21,,2013-02-25 [Closed],2013-05-18,,2068/2069
GLICL,Gurans Life Insurance Company Limited,6.5,,6.5,,2013-04-05 [Closed],2013-05-14,2013-08-16,2068/2069
NLIC,Nepal Life Insurance Company Limited,70.00,56.31,126.31,,2013-04-18 [Closed],2013-05-04,,2068/2069
AIC,Alliance Insurance Company Limited,10.00,,10.00,,2013-02-20 [Closed],2013-03-23,,2068/2069
TDBL,Tourism Development Bank Limited,0.00,6.5,6.5,,2013-03-15 [Closed],2013-04-24,,2068/2069
PFC,Paschimanchal Finance Company Limited,20.00,6.32,26.32,,2013-02-04 [Closed],2013-03-02,,2068/2069
SADBL,Shangrila Development Bank Limited,0.00,11.00,11.00,,,2013-04-14,,2068/2069
NLICL,National Life Insurance Company Limited,25.00,,25.00,,2013-03-14 [Closed],2013-05-01,,2068/2069
NCCB,Nepal Credit and Commerce Bank Limited,5.00,0.26,5.26,,2013-03-17 [Closed],2013-07-20,,2068/2069
SIL,Siddhartha Insurance Limited,32.00,,32.00,,2013-03-17 [Closed],2013-04-21,,2068/2069
NTC,Nepal Doorsanchar Company Limited,0.00,48.00,48.00,,2013-03-17 [Closed],2013-04-10,,2068/2069
Reliance,Old Reliance Finance Limited,0.00,4.08,4.08,,,2013-04-20,,2068/2069
SLICL,Surya Life Insurance Company Limited,14.25,,14.25,,2013-03-24 [Closed],2013-04-22,,2068/2069
Paschimanchal,Paschimanchal Grameen Bikas Bank Limited,0.00,10.53,10.53,,2012-11-06 [Closed],2013-05-04,,2068/2069
NBBU,Nepal Bitumin & Barrel Udyog Limited,0.00,10.00,10.00,,,,,2068/2069
BBBL,Bhrikuti Vikash Bank Limited,10.00,,10.00,,,,,2068/2069
PIC,Premier Insurance Company (Nepal) Limited,15.00,0.79,15.79,,2013-06-07 [Closed],2013-07-29,,2068/2069
STC,Salt Trading Corporation Limited,10.00,15.00,25.00,,2013-04-14 [Closed],2013-06-01,,2068/2069
RARA,Rara Bikas Bank Limited,0.00,10.00,10.00,,2012-07-23 [Closed],2013-05-08,,2068/2069
MDBL,Malika Bikash Bank Limited,5.00,0.26,5.26,,2013-05-03 [Closed],2013-06-15,,2068/2069
MPFL,Multipurpose Finance Company Limited,0.00,10.00,10.00,,,2013-05-19,,2068/2069
SICL,Shikhar Insurance Company Limited,40.00,,40.00,,2013-06-04 [Closed],2013-06-20,,2068/2069
VFL,Valley Finance Limtied,6.00,,6.00,,2013-06-11 [Closed],,,2068/2069
SIC,Sagarmatha Insurance Company Limited,100.00,29.62,129.62,,2013-06-14 [Closed],2013-07-08,,2068/2069
NLG,NLG Insurance Company Limited,20.00,,20.00,,2012-06-15 [Closed],2013-08-03,,2068/2069
NCMMER,NCM Merchant Banking Limited,0.00,15.00,15.00,,,,,2068/2069
NABILP,NABIL Bank Limited Promoter Share,20.00,40.00,60.00,,2012-10-03 [Closed],2012-10-30,,2068/2069
NIBPO,Nepal Investment Bank Limited Promoter Share,25.00,5.00,30.00,,2012-12-20 [Closed],2013-01-12,,2068/2069
RIBSL,Reliable Finance Limited,11.77,11.06,22.83,,2012-01-01 [Closed],2012-01-24,,2067/2068
JBBL,Jyoti Bikash Bank Limited,0.00,8.5,8.5,,2011-12-08 [Closed],2011-12-28,,2067/2068
CHCL,Chilime Hydro power Company Limited,40.00,30.00,70.00,,2011-12-27 [Closed],2012-02-01,,2067/2068
SHDBL,Shine Development Bank Limited,0.00,15.00,15.00,,2011-12-27 [Closed],2012-01-17,,2067/2068
ZFL,Zenith Finance Limited,0.00,9.5,9.5,,2011-11-24 [Closed],2011-12-11,,2067/2068
DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,0.00,28.00,28.00,,2011-12-29 [Closed],2012-01-24,,2067/2068
NIB,Nepal Investment Bank Limited,25.00,25.00,50.00,,2011-10-30 [Closed],2011-10-12,,2067/2068
PLIC,Prime Life Insurance Company Limited,20.00,1.05,21.05,,2012-02-16 [Closed],2012-04-01,,2067/2068
SMF,Swastik Merchant Finance Company Limited,14.00,0.7,14.7,,,2012-03-08,,2067/2068
PCBL,Prime Commercial Bank Limited,0.00,12.63,12.63,,2011-11-16 [Closed],2011-12-10,,2067/2068
NLICL,National Life Insurance Company Limited,30.00,1.58,31.58,,2012-07-31 [Closed],2012-09-08,,2067/2068
UFL,United Finance Limited,0.00,13.16,13.16,,2011-12-11 [Closed],2012-01-02,,2067/2068
EDBL,Excel Development Bank Limited,0.00,25.00,25.00,,2011-12-29 [Closed],2012-02-06,,2067/2068
KBBL,Kailash Bikas Bank Limited,0.00,11.00,11.00,,2011-12-07 [Closed],2011-12-21,,2067/2068
RBSL,Resunga Bikas Bank Limited,15.00,11.32,26.32,,2011-12-13 [Closed],2012-01-29,,2067/2068
ARDBL,Araniko Development Bank Limited,0.00,14.00,14.00,,2011-12-30 [Closed],2012-01-22,,2067/2068
BOAN,Bank of Asia Nepal Limited,0.00,7.37,7.37,,2011-12-01 [Closed],2011-12-18,,2067/2068
ILFC,International Leasing & Finance Company Limited,0.00,5.00,5.00,,2011-12-30 [Closed],2012-01-24,,2067/2068
SBL,Siddhartha Bank Limited,3.00,12.79,15.79,,2011-12-14 [Closed],2012-01-01,,2067/2068
NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,40.00,10.00,50.00,,2011-12-16 [Closed],2012-02-20,,2067/2068
NICB,Nepal Industrial & Company Bank Limited,0.00,20.00,20.00,,2011-11-29 [Closed],2011-12-17,,2067/2068
AFL,Api Finance Limtied,5.00,15.00,20.00,,2011-12-22 [Closed],2012-01-16,,2067/2068
LBL,Laxmi Bank Limited,5.00,10.79,15.79,,2011-12-18 [Closed],2012-01-25,,2067/2068
BDBL,Business Development Bank Limited,0.00,10.00,10.00,,2011-10-17 [Closed],2011-10-01,,2067/2068
BOK,(Former) Bank of Kathmandu Limited,18.00,16.75,34.75,,2011-09-13 [Closed],2011-09-29,2011-11-17,2067/2068
NABIL,Nabil Bank Limited,0.00,30.00,30.00,,2011-12-04 [Closed],2011-12-20,,2067/2068
GBL,Global Bank Limited,6.67,5.35,12.02,,2011-10-04 [Closed],2011-11-19,,2067/2068
SANIMA,Sanima Bank Limited,0.00,6.5,6.5,,2011-11-17 [Closed],2011-12-04,,2067/2068
MBBL,Mahakali Bikas Bank Limited,0.00,11.47,11.47,,2011-12-06 [Closed],2011-12-18,,2067/2068
FFCL,Fewa Finance Company Limited,10.00,16.32,26.32,,2011-12-29 [Closed],2012-01-11,,2067/2068
BNT,Bottlers Nepal (Terai) Limited,0.00,55.00,55.00,,2011-11-29 [Closed],2011-12-28,,2067/2068
NCMMF,NCM Mutual Fund,0.00,8.00,8.00,,,2011-10-16,,2067/2068
KBL,Kumari Bank Limited,8.00,0.44,8.44,,2012-01-16 [Closed],2012-02-12,,2067/2068
TBBL,Triveni Bikas Bank Limited,17.00,,17.00,,2011-12-11 [Closed],2012-01-15,,2067/2068
EFL,Everest Finance Limited,0.00,20.00,20.00,,2012-01-02 [Closed],2012-01-16,,2067/2068
CNDBL,Country Development Bank Limited,0.00,10.00,10.00,,,2012-03-25,,2067/2068
LBFIL,Lord Buddha Finance Limited,10.00,0.52,10.52,,2012-01-22 [Closed],2012-03-14,,2067/2068
KMBL,Kamana Bikas Bank Limited,0.00,15.00,15.00,,2011-12-20 [Closed],2012-01-04,,2067/2068
AHPC,Arun Valley Hydropower Development Company Limited,0.00,15.00,15.00,,2011-12-21 [Closed],2012-02-12,,2067/2068
IMEFI,IME Financial Institution Limited,20.00,1.05,21.05,,2011-12-28 [Closed],2012-02-06,,2067/2068
Civil-Capital,Civil Capital Market Limited,0.00,10.53,10.53,,,,,2067/2068
SIFC,Shree Investment Finance Company Limited,15.02,7.11,22.13,,2011-10-18 [Closed],2011-11-16,,2067/2068
GDBL,Gandaki Bikas Bank Limited,10.00,10.00,20.00,,2012-01-01 [Closed],2012-01-15,,2067/2068
GBBL,Garima Bikas Bank Limited,0.00,18.00,18.00,,2011-11-22 [Closed],2011-12-04,,2067/2068
CMBSL,Civil Merchant Bittiya Santha Limited,15.00,0.79,15.79,,2012-01-04 [Closed],2012-03-13,,2067/2068
SCB,Standard Chartered Bank Nepal Limited,0.00,50.00,50.00,,2011-11-16 [Closed],2011-12-12,,2067/2068
SBBLJ,Sahayogi Vikas Bank Limited,20.00,2.88,22.88,,2011-12-09 [Closed],2012-02-28,,2067/2068
PRABHU,Prabhu Capital Limited,0.00,8.5,8.5,,,2011-10-15,,2067/2068
MDB,Miteri Development Bank Limited,0.00,10.53,10.53,,2011-12-01 [Closed],2011-12-15,,2067/2068
OFL,Om Finance Limited,0.00,10.53,10.53,,2011-12-25 [Closed],2012-01-08,,2067/2068
MFL,Mahalaxmi Finance Limited,0.00,10.9,10.9,,2011-12-22 [Closed],2012-01-09,,2067/2068
BLDBL,Biratlaxmi Bikash Bank Limited,5.00,10.00,15.00,,2011-12-29 [Closed],2012-01-26,,2067/2068
PRBL,Professional Bikas Bank Limited,0.00,7.37,7.37,,2011-12-16 [Closed],2012-01-12,,2067/2068
NABB,Nepal Aawas Finance Limited,5.00,10.00,15.00,,2011-12-12 [Closed],2012-02-01,,2067/2068
ICFC,ICFC Finance Limited,8.00,7.00,15.00,,2011-12-28 [Closed],2012-01-18,,2067/2068
SBI,Nepal SBI Bank Limited,12.5,5.00,17.5,,2011-11-06 [Closed],2011-12-17,,2067/2068
SBSL,Shikhar Finance Limited,37.5,1.97,39.47,,2011-12-07 [Closed],2012-03-10,,2067/2068
LUBL,Lumbini Bank Limited,10.00,,10.00,,2011-10-25 [Closed],2011-12-26,,2067/2068
NEFL,Nepal Express Finance Limited,10.00,0.53,10.53,,2011-12-29 [Closed],2012-02-06,,2067/2068
BSBL,Bishwa Bikas Bank Limited,0.00,15.79,15.79,,2011-12-28 [Closed],2012-01-11,,2067/2068
GMFIL,Guheswori Merchant Banking & Finance Limited,15.00,0.79,15.79,,2011-12-29 [Closed],2012-01-28,2012-06-03,2067/2068
KAFIL,Kaski Finance Limited,14.69,,14.69,,2011-11-08 [Closed],2011-12-12,,2067/2068
GRAND,Grand Bank Nepal Limited,4.12,0.22,4.34,,2011-11-18 [Closed],2011-12-17,,2067/2068
NMB,NMB Bank Limited,0.00,9.00,9.00,,2011-12-04 [Closed],2011-12-20,,2067/2068
CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,0.00,25.00,25.00,,2011-11-10 [Closed],2011-12-10,,2067/2068
SEWA,Sewa Bikas Bank Limited,0.00,18.00,18.00,,2011-12-29 [Closed],2012-01-25,,2067/2068
HBL,Himalayan Bank Limited,20.00,16.8421,36.8421,,2011-12-08 [Closed],2012-01-01,,2067/2068
BFIL,Bhajuratna Finance & Saving Company Limited,40.00,,40.00,,,2012-06-03,,2067/2068
SADBL,Shangrila Development Bank Limited,0.00,10.00,10.00,,2011-12-09 [Closed],2011-12-27,,2067/2068
BNL,Bottlers Nepal Limited (Balaju),0.00,55.00,55.00,,2011-11-29 [Closed],2011-12-28,,2067/2068
CEDBL,Clean Energy Development Bank Limited,0.00,5.6,5.6,,2011-12-29 [Closed],2012-01-12,,2067/2068
SHL,Soaltee Hotel Limited,20.00,32.63,52.63,,,2012-01-12,,2067/2068
ALDBL,Alpine Development Bank Limited,0.00,9.00,9.00,,2011-12-26 [Closed],2012-01-25,,2067/2068
NDEP,NDEP Development Bank Limited,6.65,0.35,7.00,,2011-12-30 [Closed],2012-02-06,,2067/2068
SUBBL,Subhechha Bikas Bank Limited,9.9,0.52,10.42,,2011-12-09 [Closed],2012-06-30,,2067/2068
NCM,NIDC Capital Markets Limited,5.00,20.00,25.00,,2012-01-04 [Closed],2012-01-24,,2067/2068
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,5.00,26.00,31.00,,2012-02-09 [Closed],2012-04-01,,2067/2068
